tenor,size,rfq_priority,original_issue_size,spread_from_market_mid,win,direction
30,1106368.0834678544,1,2721940.3060981473,-6.26439878112614,1,buy
3,2381204.553523348,3,5566092.246769261,6.136696401410855,1,buy
20,21183467.624409862,1,53248247.941127844,-1.8885746457307206,1,buy
3,2196800.8365523135,2,5456458.278035519,6.484068608176937,1,buy
10,1367808.5664273382,3,17697908.728270967,2.789922189759451,0,sell
10,6398552.254554109,2,17359538.41950825,2.8823416011598644,1,sell
3,1039770.354331778,3,6358010.956763689,6.197089673142831,0,sell
20,1393205.4149439384,2,3940606.8386595603,-1.8557135269544291,1,sell
3,23557658.78775539,3,27793551.048343487,5.887874250318541,1,sell
30,20450789.19456358,2,30589258.602216143,-7.09806945159902,1,sell
2,35875123.571813315,2,39818962.69376156,6.674499351325531,0,sell
30,28300629.374295827,3,30618571.533985022,-7.767767370019186,1,buy
5,14477540.537385276,2,16054667.719613167,5.3357641828191245,1,sell
20,1227190.415690259,1,32466227.47458249,-1.4454413863551556,1,buy
20,21381408.93998684,2,26979997.318671845,-2.264078664530608,1,sell
7,27321057.54061889,3,38861173.82705568,3.7924843629675937,0,sell
1,22783298.315033413,1,29594009.961162835,7.666688353043529,0,buy
5,7309549.7919966,1,37680916.91389187,5.854428345669292,0,buy
10,2487099.9445454497,2,10983323.058792276,3.0553162253503205,1,buy
20,27301736.604994223,2,33860669.80380641,-1.9554012483138772,1,buy
3,17196014.474930905,2,54423983.91253957,6.35556050266736,1,buy
5,46374988.68970998,1,63075548.76823753,5.303617381080202,0,sell
7,1838726.153888677,1,3385831.7127084807,4.9718992001180595,0,buy
10,2417671.8711756216,1,4421749.54200241,3.4626620427145807,1,buy
1,2290016.985628257,3,24031949.023194008,7.233842341625676,1,buy
1,22207582.922729433,3,48515491.42720001,7.007884679066539,0,sell
7,2077542.3728058646,2,10515995.94477309,4.515914853022718,0,buy
7,1297935.321654681,3,10047829.504385425,4.375097215202594,1,buy
3,49719283.0944452,3,61567013.100531384,5.721224818015201,0,buy
20,1101954.5890290164,2,6674383.399471065,-1.78197771838692,1,sell
1,26245485.111405723,2,40555428.24032656,7.318284451473875,0,buy
10,4175873.2143320404,1,5704517.378411364,3.2144087622092714,1,sell
5,26907876.227068763,1,69879780.39864694,5.648515212972693,1,sell
10,8755552.940904032,2,27569960.35813683,3.0324746974176335,1,buy
2,34028626.02055775,2,45841240.76415105,6.55322746147987,1,sell
2,37460545.919956006,3,40907390.38314234,6.244517054487886,1,sell
7,1036233.2823245696,3,2913208.5289426213,4.362375467810414,1,sell
3,1343145.3873934257,3,6302914.01311597,6.059079441965487,0,sell
2,2662882.305614825,2,15967397.008633038,7.083381919098143,0,sell
1,13713452.792689247,2,25643820.945349053,7.272334497020199,0,sell
10,32295931.6709265,1,36763753.49168116,3.2072173430307993,1,buy
10,6045435.319489092,3,17059691.84680772,2.450087498655414,1,sell
7,10745561.596157195,1,34874262.79166538,4.731611311074528,1,sell
20,2090526.1080863336,2,3198825.359183551,-1.9935905775115472,0,buy
20,23313877.234724954,3,29142844.86736854,-2.694883614260898,1,sell
5,44000888.43469976,1,63443857.25857811,5.4478316423999775,0,buy
7,2859838.6432477995,2,11329832.071175264,4.500285263352673,1,buy
30,6929381.131111863,1,19718432.504802857,-6.8115317812871625,1,sell
5,1400582.4774826341,3,8948335.712694982,5.178727735280589,0,sell
30,8911614.832364185,1,57347261.17353433,-6.810552425093701,1,sell
20,7148484.607619577,1,8386711.842417777,-1.7475346386412367,1,buy
7,1759516.1365511043,2,8587153.132424314,4.6016810288557135,0,sell
30,5637119.429796612,3,7067046.786127486,-7.755725067186984,1,buy
7,3695164.5449069496,1,5563568.926829016,4.913827994562055,0,sell
7,7701494.409130692,2,12176263.894709226,4.510814164671009,0,sell
20,9885739.19634076,3,11723368.678707426,-2.4760002991006056,1,sell
5,1033793.3477003778,2,44412399.04405534,5.608213515971247,0,buy
5,19630272.942889396,3,60234143.169903636,4.94567078344936,0,buy
7,16270087.723703826,2,19994349.563425306,4.191314899149118,1,sell
2,4190922.0501035675,2,16406448.069277093,7.0095154594996805,0,buy
3,1230089.090127234,2,9299296.55098157,6.426582572955764,1,sell
20,19169365.600968555,1,43472249.70482872,-1.7920090758177292,1,buy
3,41957919.61082271,1,53599482.01267333,6.5273972864011975,0,buy
3,2558646.9111523833,2,3559635.0067724306,6.569774081991647,0,sell
5,3545345.9088262753,3,23342847.622425873,5.107626155593038,1,sell
5,2052544.5192132178,2,20625138.12535762,5.776533956885142,1,buy
2,9554262.47319305,1,16899461.82609758,7.341216228052058,0,buy
3,1832613.5145666783,3,36033097.49097051,6.278690586844997,0,buy
3,4028680.492848104,1,38976722.89943803,6.941811824271619,0,sell
7,15282844.81793859,2,23047286.344120234,4.482370386846957,1,sell
5,8945822.032103045,1,19734140.737988073,5.738732175600651,1,buy
3,4535115.003709305,1,53859435.254528835,6.729260242311046,0,sell
10,5175966.6309248125,1,8394711.9561438,3.5195474959653557,1,buy
2,9015909.18847538,2,12576441.71536199,6.815215778899682,0,sell
30,1023208.1642811046,1,3067426.9650766063,-6.353954569229599,1,sell
10,1359520.9724249854,2,34629387.418851405,3.205026985110626,0,buy
10,31421797.33763505,2,49823730.2513437,2.597849902861162,1,sell
30,1356169.79192672,1,2867933.9041307196,-6.588095162244768,1,buy
20,15879546.995730018,3,62437436.03374225,-2.5174898485019535,1,sell
20,36569350.21923196,1,54022829.568456516,-1.8251788642781381,1,buy
2,2883256.7961069816,1,30745209.601148296,7.500921078096864,0,sell
10,4260433.966191782,1,5467710.4646585975,3.417919997724769,1,sell
3,9259347.92715729,3,16468985.85327211,5.81880703220949,0,sell
5,31477272.368913814,3,46855190.13710674,4.737793818062771,0,buy
2,39835414.424452566,2,48200106.55733785,6.756223220150973,0,buy
7,18050771.75871653,3,31621840.417655885,3.778240374731901,1,sell
30,1403344.7539339056,3,25924645.359653868,-7.238691922148233,1,sell
10,13704804.305994932,1,18029817.54787137,3.244623563656559,0,buy
2,4978445.029362551,2,32639110.447625108,7.0052819938925985,1,buy
1,6305316.325183267,2,8196743.2857641615,7.31512166837207,0,sell
1,1211997.2682314012,3,4097538.4848460914,7.258739328725367,0,sell
20,2111586.3393054917,3,3296380.508171183,-2.2300526349558805,1,buy
30,22032252.85807342,1,26192797.834902428,-6.688404457713475,1,buy
5,5905578.415703023,3,10325910.738134269,5.006042075085614,1,buy
3,3254730.996659623,3,26596329.2581413,6.160119040456474,0,sell
5,4491970.4202681,2,17364070.79694999,5.353621361277563,0,sell
5,28287798.180024706,3,33808299.60761153,4.763095916984459,0,buy
5,18729529.33366157,1,31550534.910372354,5.600602877903942,1,buy
30,2901721.258999503,2,4131076.3080768147,-6.769596335589274,1,sell
5,1583551.1717787692,2,3607856.099624009,5.702811796725582,0,sell
7,2680016.2029961906,3,14298931.892455263,4.158145268928301,1,sell
30,36672252.95810218,1,48965397.48827468,-7.1428259926415105,1,sell
7,9729756.920105869,2,30394573.95711872,4.38188750202377,1,buy
30,8060590.7634843625,1,12898798.397540342,-6.688241027082028,1,sell
20,10309909.110102102,1,27198668.04149564,-1.7805183431765688,1,sell
2,4186692.305328275,3,18709883.960962646,6.585052492390823,0,sell
1,23509891.12028208,1,66838670.25875695,7.795885540772446,0,buy
5,7745467.593844647,2,10065530.720182229,5.480904141261837,1,buy
20,1578887.4942478326,3,10234285.25600119,-2.3585852152876523,1,buy
2,1656829.3362737922,2,12185650.202763174,7.317797790007966,0,sell
1,8167846.85903512,1,57904069.83685517,7.6984591961339,0,sell
10,39012583.16284292,1,41209460.57164381,3.199662322224684,0,sell
3,3341034.848132265,3,11084435.338543914,6.0425794097639365,1,sell
7,30014033.533770863,3,33888023.16282398,3.7631368780595373,1,buy
10,19868975.85663122,2,27693832.30869642,2.530294037104128,1,sell
30,2636488.6569966907,2,5116076.692458641,-6.8959524987974055,1,buy
1,1152767.8116731762,1,2357504.129661945,7.881903437594762,0,sell
10,1489482.6490730601,3,10881773.473807292,2.759624359654378,0,sell
3,17285794.353062212,1,21006338.04041462,6.619442939214662,0,sell
20,2183900.741246867,1,4221472.835684002,-1.5621419955819373,1,sell
1,4273445.379205601,2,7824495.565178154,7.516636596993797,0,sell
10,7118227.011824384,2,8330849.40526113,2.9809394114180394,0,sell
7,17082390.962922394,2,58270594.156039946,4.3955970448508,0,buy
7,1557314.9467308277,3,11270303.470942736,4.115091689949683,1,buy
2,4902350.2161576515,2,29127560.193434633,6.925063329206078,1,buy
10,6669976.788097875,3,11904355.317934483,2.504185791268756,0,buy
5,8295622.086713828,1,42549088.223424494,5.835799383879202,1,buy
10,24568021.441399638,3,31192369.77076335,2.367235964655696,1,sell
20,1957384.3144963996,2,11400512.532665974,-1.9874777344915708,1,sell
1,23576612.479871795,3,30424288.748986524,6.93548718635999,0,buy
1,15037639.365389617,3,32650010.540825203,6.925284683808096,0,sell
20,8798483.817661684,2,17976137.774783567,-1.9546248907064951,1,sell
10,15433942.183072679,2,18327541.707481444,2.811991591315275,1,sell
20,5011939.03635517,1,6779064.146850606,-1.8474695143685658,1,sell
3,1718435.9404895077,3,12428378.845649125,6.13462222067454,0,buy
30,13524311.7491968,1,20302319.816252496,-6.815560385668663,1,sell
20,7787579.821907435,1,9243239.425117033,-1.799225605865205,1,buy
7,12197718.533666836,3,16898198.516611308,3.828261128209342,0,buy
20,3751887.3518162137,1,11243748.158761166,-1.4123603703284617,1,sell
1,34732745.39870683,3,60134680.43765722,6.630948076119953,0,sell
7,9952307.547090188,1,11299077.477223895,4.694645597547739,1,sell
1,1396677.893119399,1,5305835.16634619,8.055377291701657,0,buy
2,5810365.975903805,3,30794717.19391483,6.398582486643324,0,sell
5,19276414.200851806,2,31913670.982044183,5.229878061605753,1,buy
1,22346566.272179995,3,25455636.208165407,6.587133014325756,0,sell
7,6923178.942013583,2,34225465.20684631,4.348134164597099,1,buy
2,33124496.399040982,3,40012462.43071748,6.151293286428595,1,buy
1,2849447.4096521838,3,9875071.597287808,7.108722430107715,1,buy
3,4984193.22400455,2,50608113.10411182,6.44806351745338,0,buy
20,33627083.09394635,2,74282884.81119728,-2.204288249159714,1,buy
5,33320635.62863415,3,37386344.47415933,4.701222656071983,1,buy
1,14621954.421642674,3,16355118.673945695,7.102292035128528,0,buy
2,28799316.711271577,3,32374497.51299038,6.305837012751752,0,sell
3,1415217.263756991,2,2541870.179306321,6.552453579770992,0,buy
10,29484958.33926132,3,30569594.343329813,2.2945182333190024,1,sell
2,3505287.1761902273,2,8204014.5295637725,7.131180569693645,0,sell
20,2008999.785798785,1,41706618.145555355,-1.6137725947770738,1,sell
2,2550833.8521890435,2,32778873.68336752,7.25059965973667,0,buy
3,5129983.3773501385,1,12524776.58708521,6.902435127266706,0,buy
2,2671576.909255127,3,11798043.477983886,6.534881804879374,0,sell
3,3504569.7904744465,3,4528053.260728795,6.055438748058826,0,buy
1,1695603.8697939285,2,4019036.0472963713,7.577445783947991,0,buy
30,3185630.7928347457,1,4287399.665716903,-6.466877040770859,1,sell
3,9381948.288587056,3,28521864.539490547,5.838691854427687,0,sell
3,5632435.101366731,3,7400294.976095828,6.188833918455934,0,sell
5,3882082.6316625364,1,33838161.09560173,6.006129158165082,1,sell
3,18543844.48960084,3,30931488.376140177,6.018566044656728,1,sell
3,32964511.169095557,3,35417951.21575006,5.76977512788871,1,sell
10,19309107.006794233,2,21162476.83124629,2.8694150375392233,0,sell
30,3664875.5722984415,3,15314597.009848656,-7.4232721215150805,1,buy
1,18398605.740872875,1,52321664.787156604,7.755499417593944,0,buy
20,1812215.2105866335,3,18426148.57463415,-2.28243423848843,1,buy
5,1664969.7705374756,2,5574911.690030595,5.801916003506226,0,sell
10,3865538.19289431,3,13818380.18468112,2.619457058476841,1,buy
7,23564709.889853522,1,26937387.262396798,4.53091369525463,0,sell
30,2621430.105262318,3,52455360.791305,-7.196519208575728,1,sell
1,1280753.774306923,1,19998576.045753617,8.082898992522702,0,sell
1,1674058.18873944,2,12735607.944287872,7.567310220433744,0,buy
7,28772787.80766071,3,34010053.269855544,3.7263472612509796,0,sell
20,11933800.957902735,3,23159727.583137125,-2.6692767793479284,1,sell
3,2692657.9091364094,2,6498015.230946447,6.404835948398595,0,sell
10,8778715.016847173,1,9898257.288791034,3.2246000101491603,0,buy
2,7876657.353241315,1,12567420.976392489,7.303936439581225,0,buy
5,12988711.398277557,3,51082924.073471755,4.868617685596218,1,sell
2,2489881.396655423,1,14079436.740099128,7.081984839864901,0,sell
7,29416753.87897589,1,30805549.12501929,4.427650929911801,1,sell
1,3354346.3808102044,3,35238698.97811621,7.208386729101702,1,buy
20,15111544.666458268,1,17974471.861548945,-1.8279237619252386,1,sell
1,1065112.0315392867,1,3660229.7131585525,7.919729773325534,0,sell
5,4296682.723338896,3,7493726.952528058,5.040849700206277,0,buy
1,3958625.6188963447,3,13522839.634089004,7.101435519721119,0,buy
1,8382310.459990773,1,16804184.320908558,7.86944454297605,0,buy
5,1329158.3593456442,3,8166656.619341848,5.187720957592706,1,buy
10,21999332.485439766,1,38559838.70500381,3.189348732099057,1,buy
10,2344245.2771326997,1,5793999.149199355,3.4671120380982927,0,buy
5,14134060.282975135,1,35449984.30619271,5.65670922527685,1,sell
20,23154387.892628603,1,25139871.348674014,-1.794624294266475,1,buy
7,9007662.27514688,3,30370023.055202793,3.8683821433699013,0,buy
30,18144221.748005033,3,31565486.93024672,-7.5497956259274615,1,sell
1,13319282.106680568,2,27798677.398195684,7.188743235187937,1,sell
20,4018226.939758336,3,10596998.059014337,-2.470949953447584,1,sell
1,23671533.612657804,2,37261412.82989952,7.176245390107795,0,buy
30,3167296.987209683,1,4533681.052145828,-6.587905135170322,1,buy
7,9342726.024567572,3,37317063.19269105,3.7029010979730126,1,buy
10,18467512.434080962,1,19710231.849508543,3.163315383274884,0,buy
20,4403872.366746813,2,6193272.081065647,-2.2100879575630348,1,buy
3,3268835.63409101,3,12817627.20048178,6.135102844456844,0,sell
3,6031357.798354376,3,24071413.895430923,6.0518251649550585,0,sell
30,24529881.01075052,3,25877444.142767984,-7.593113752763087,1,buy
3,38010990.0849449,3,74684442.85090685,5.608515466149642,0,buy
10,8434908.35411529,1,53530095.26207003,3.2958828017231325,1,sell
30,13298762.855787428,3,24001409.03059274,-7.601649353410464,1,buy
10,34247966.490142964,2,40818765.68824922,2.601261491461143,1,sell
7,1470375.116955794,3,19650958.684647493,4.133386687421755,0,sell
1,2479102.837563893,2,6092113.908318669,7.568837001502913,0,sell
7,16010313.895068623,2,22897494.59452391,4.408351992683835,1,sell
7,25090951.561728865,1,61108414.171659775,4.581693151512376,1,sell
10,28580288.7351163,3,70617113.27109317,2.41115724126154,1,sell
30,5072880.618446364,2,42662040.567944676,-6.934468971990113,1,sell
30,1418357.84193555,3,4210203.422898824,-7.467527643342315,1,sell
3,5543417.625954676,1,8026310.181052325,6.7514080942095855,0,buy
2,2466102.637785528,1,5670328.098025402,7.406683377050152,1,sell
1,3124165.5734774983,3,8744657.683959238,7.257663384501389,1,sell
10,20514428.10721261,2,23932341.16022484,2.7346456041125853,1,sell
3,1343749.3082005682,1,5666660.515432921,7.183749537252331,0,sell
20,25470394.09153028,2,36805969.365944125,-2.3101890021028257,1,sell
2,5328401.582318719,2,25075725.632183824,7.075269333679743,0,buy
2,10296621.288420543,3,28066780.353534587,6.487595064940715,0,sell
10,1420091.9046196318,1,25612617.616507832,3.5366353400092803,1,buy
5,3742509.8738959385,3,4876685.567339447,5.215056445928743,1,sell
1,1420362.4120364417,3,2625671.0718435943,7.195719289613393,1,sell
2,43016388.22668161,3,64951405.065940194,6.425146779443859,0,buy
10,23524116.843208972,2,31572060.533828516,2.5694861980510764,1,buy
10,6038127.269134685,3,15637517.85798889,2.4811673392892444,0,sell
3,2398247.6218932183,1,3626658.0600913307,6.975917270057575,0,sell
20,38540045.60385217,2,41255049.70458969,-2.4342541128257063,1,buy
5,3849987.147860758,3,15999106.99169714,5.132678415574192,0,buy
1,1877187.789489446,1,30699197.460541148,7.991350335682494,0,sell
30,9053143.481920732,3,45188079.184600465,-7.504909949097281,1,buy
7,40127667.97051106,3,47210349.47853654,3.6448246919632763,1,buy
20,1015097.0102775601,3,9462911.32845623,-2.3039113442052415,1,buy
20,2538440.3702395028,2,28559581.328565337,-1.9457353595799463,0,buy
3,39300166.6244956,3,47492508.55023342,5.809840360543005,0,buy
30,1952854.6755615526,1,9505987.663327385,-6.318307034041372,1,sell
2,1557389.446888271,3,36048774.26950014,6.5493262002414045,0,sell
2,9305312.797630472,3,31287555.499250434,6.43818293573328,0,sell
3,29123717.12820552,2,64157493.54888916,6.227180688102128,0,sell
10,6465398.066897547,3,8813923.13183413,2.5502599019091186,0,sell
2,48947987.39114274,1,56726529.78200869,6.8811733928184085,0,sell
5,14252542.519614505,1,41250746.60643745,5.619809032937055,0,buy
1,1336137.1688409122,3,2880811.127452206,7.254173549116397,0,buy
20,48617431.51117848,1,71010167.7034502,-1.7273592224591612,1,buy
20,4931738.871142979,1,6977553.548295147,-1.5504260118896642,1,sell
5,3078139.4020990026,3,26681265.395810664,5.162601407600615,1,buy
30,8867883.906686686,1,19826891.693988375,-7.004056104185426,1,buy
2,3288588.0217293254,1,5418208.200864226,7.285671504025984,0,buy
20,1402454.2770452069,3,7773556.189211709,-2.3747624816125787,1,buy
7,1005603.3513601385,2,15411371.593064435,4.734944417780323,0,buy
30,5805352.979876947,2,17742404.43085579,-7.083370842388225,1,sell
1,26412277.533984967,3,31731892.15283096,6.734362227079776,1,sell
1,9383099.753387878,2,43111578.64486914,7.390055535088131,0,buy
20,49845186.92826158,2,57469714.961927466,-2.550595630457331,1,buy
3,3071452.8073176043,2,10306699.882840134,6.446410516238406,0,sell
30,2995606.350490313,2,4271345.5053735385,-6.974861833526656,1,sell
20,1868140.5232190178,3,38736590.77757266,-2.1089280000402972,1,buy
3,1899936.6274587929,2,3899410.518173361,6.69112632760531,0,buy
20,3051570.9525593542,2,10951838.261850644,-1.9280081817079102,1,sell
7,22233685.344953317,3,45420295.02528034,3.7842227012534324,0,sell
30,34582279.65919245,3,36905276.690997556,-7.74527064953278,1,buy
10,45356951.03841927,2,53227253.097845346,2.736554726901619,1,buy
1,2481150.765122433,1,5045141.439570557,8.14320045953279,0,sell
20,31426650.44013593,3,50956505.20804468,-2.752774527755144,1,buy
7,3611565.9552347404,3,12706482.46042448,4.148108120657741,0,sell
3,1554936.6513117596,2,30017716.341351893,6.723705576209529,0,buy
3,30070887.88790412,1,63170828.4589981,6.618864689534126,1,buy
1,12042714.564170415,3,24695283.945759162,6.7873998608459045,0,sell
5,1904902.9362368225,3,18982154.209146794,5.12666358478697,1,buy
20,5373662.833186784,3,13946182.210882157,-2.383835575688569,1,buy
30,3076395.781165095,1,7575570.785987607,-6.628703446163846,1,sell
2,17856316.35523134,3,30478453.960088417,6.537283413500342,0,sell
3,5893056.097978499,3,40819560.89176501,5.9971905697148085,0,sell
30,47946504.70356393,1,53050702.17152702,-7.126954375236011,1,buy
30,1238825.3472400482,3,4659983.915346201,-7.1293859902842245,1,sell
10,4010146.9575024745,1,8580425.895369094,3.3509924478099076,1,sell
30,6587701.753092483,1,12079663.627711112,-6.71722230902981,1,sell
30,7158282.235729325,1,8491736.061456084,-6.615088972264104,1,sell
10,3441640.356025703,2,10469737.176703254,2.911395093366722,1,buy
3,17336335.74470522,3,24251859.542365614,5.870668493268671,0,sell
30,30631554.652088787,3,40625763.31109682,-7.845984468174273,1,buy
5,39341954.932478845,3,43476429.728039645,4.744361722417289,0,buy
5,23325421.365829702,1,34331976.53945865,5.453072225980887,1,sell
7,27868284.88646576,2,58918396.70254278,4.105567879871473,1,sell
10,8617076.564954279,1,50623581.92593157,3.3595029263423877,1,sell
7,25302260.553784117,3,35109339.00404212,3.93419165415332,1,buy
10,3278264.8550785524,1,4459566.34916725,3.329416874087935,1,sell
20,4753390.175115696,2,49083916.38602493,-2.1286512597574747,1,sell
20,3454822.222567101,3,19275987.543675393,-2.379911291977086,1,sell
30,6224107.189667326,1,9946242.53859902,-6.761270544358632,1,buy
2,3056266.3643244132,2,4834613.418459995,7.122418483372955,0,sell
20,43027785.62697349,1,44780309.409520715,-2.115983092461075,1,buy
2,3400271.84175304,1,5327764.419725538,7.349587598775562,1,buy
20,1467488.5769165375,3,2662649.3960010805,-2.077595987297771,1,buy
1,7853198.281729612,2,41951512.288606174,7.42172887015126,1,sell
20,1250286.7293205352,1,9543999.808338802,-1.3758167797031682,1,sell
7,1541024.4302122523,2,17001044.253705315,4.614655413785857,0,buy
3,2359043.7297945903,3,27882031.806011543,6.022151404206108,1,sell
30,6150595.215326944,3,28271578.468106814,-7.323721667584216,1,buy
7,5446033.874576847,3,37033913.938711196,4.059563564825897,1,sell
3,22837706.445183787,2,66825946.88317737,6.315095734548992,0,sell
5,18044516.758319534,2,23615961.201676555,5.228930885100549,0,sell
7,5300318.821381628,1,46471322.25763682,4.841646242499135,0,buy
5,3689380.4235004066,2,20626826.543232534,5.459780492001749,0,sell
2,3448823.518473981,3,4767271.912637072,6.630702234128905,0,buy
2,20653536.990702126,1,35052428.92904846,7.088532227280716,0,sell
1,1225940.6796739262,2,15905431.988298679,7.582529040048063,0,sell
20,1051437.8284226358,3,35647759.46277892,-2.2275092682777036,1,sell
7,22470154.52355651,3,26771462.17599167,3.875455269219353,1,sell
5,6466322.794156004,1,16323375.84979389,5.930078099863751,1,buy
3,1668641.838187272,3,2717474.6939040655,6.086724598691462,0,buy
2,2513156.0542730065,2,6179100.469075713,7.1473296277512235,0,sell
20,38396907.29546583,3,39672612.19558515,-2.8293285507660517,1,buy
2,28858235.56891602,1,36560998.41257682,6.983526851442621,0,buy
3,16065842.676610576,3,40546272.47261645,5.778849527949141,0,buy
20,6596084.36456782,3,8838623.038968006,-2.2289476967816606,1,sell
20,7656216.987726053,2,15528605.437049776,-2.037756713015372,1,sell
5,45384882.17934667,2,47606168.5611639,4.999703656031393,1,sell
5,43733578.52915267,2,45336994.06309162,5.065294309292,0,sell
7,2321323.4125165404,2,9703224.502789648,4.435112199830273,1,buy
7,23880440.22397305,3,25243362.635074213,3.6809374485566666,0,buy
10,2163263.254690089,2,12114977.570306897,2.945494649056945,0,sell
30,2305652.0604362977,3,3436076.154842249,-7.4323489302816625,1,sell
10,14081917.16097198,2,15600035.183986712,2.8709293689186275,1,sell
1,4876236.0201010965,2,13474865.400228115,7.563568358336636,0,buy
2,38253044.47331229,2,48363796.40026115,6.548907487872009,0,sell
7,1416527.0417131286,3,2536604.1586936284,4.205262802952834,1,sell
5,7397189.0853249915,2,16819338.002745196,5.4769450970437275,0,sell
3,36353022.77703074,3,62935205.50701912,5.752547124989558,0,buy
5,34360698.965156905,2,51233746.06705698,5.192359832268974,1,sell
2,1844753.9052432422,2,3515381.1381964292,7.0542676914705,0,buy
10,4196685.795311891,1,14349738.825409133,3.5331091644025365,0,sell
5,11268566.908708816,2,25140495.1311259,5.500263207895054,1,sell
30,1865551.0081203044,3,3022341.4591833004,-7.223348848477721,1,sell
1,44120521.167143464,1,72513439.44132267,7.45915845448182,0,buy
2,35820502.25544196,3,70471929.22835201,6.119451523752788,0,sell
10,1921513.0856909635,3,29775855.01739152,2.8743592757027674,1,buy
30,1606347.473459814,1,26784515.57315857,-6.440012817152583,1,sell
3,1396710.6684195197,2,19833000.480268266,6.660625469327169,1,buy
10,35084678.87365425,1,47002092.71822597,3.125532375241821,1,sell
20,2132853.5934076565,3,16355058.308589222,-2.313444099642222,1,sell
30,5096307.293012792,2,28540831.046761163,-7.076278922681459,1,buy
30,5788752.834379072,1,19141327.30065559,-6.447691061116675,1,buy
1,10416019.790447958,3,14020131.711858183,7.058747571610752,0,sell
2,1323964.0638539845,2,5676542.793200286,7.3230809816855915,1,sell
3,2428041.4092925354,3,35853219.58091198,6.322086028754387,1,sell
1,38244961.379766196,2,39314237.60388726,6.942853953674198,1,buy
10,34943107.46740547,2,50334404.01630073,2.7381610253029818,0,sell
1,21251489.490337465,1,63144196.30830066,7.681132406460609,0,buy
30,1078852.6541783428,2,16922693.71109424,-6.873173477895736,1,buy
2,3593972.0133653665,3,52417218.57167181,6.897900747018884,0,buy
7,11664954.665787637,2,26392086.383894864,4.338557730323612,0,sell
1,2934539.2002231865,3,4078422.5958151016,7.0833000133737265,0,sell
20,35104315.670239665,2,60517844.99300586,-2.3594774996388805,1,sell
1,11938758.897000603,2,14983691.488686964,7.381633629855064,0,sell
10,1324851.9699264881,1,7050674.019266762,3.6015559375176234,0,buy
10,35024603.63710044,2,38414877.6735521,2.6019606129590445,1,sell
3,42385452.44351539,2,45244789.620561264,6.20937508335435,1,buy
10,1355286.3610288356,3,6762149.171116451,2.7567261113742703,1,buy
5,8025351.638619337,3,12425702.942988697,4.955461804880097,0,buy
2,3276474.6778301713,3,15189532.593928479,6.597172850856078,1,sell
2,4649666.537333422,2,28722072.53494285,6.8477409689854625,0,sell
7,2019398.505657477,3,5216413.774062232,4.095566277120825,0,sell
7,9596815.856769394,3,11904125.217129258,3.847847601994832,1,buy
2,42420734.69948015,2,56004965.796352826,6.386891238370547,1,buy
20,7156575.508779834,3,20924031.12760283,-2.4676452543662064,1,sell
7,1383150.336422968,1,35345282.32908809,4.948470607233167,1,buy
3,11307423.760454664,1,12371790.373008223,6.686714792770836,0,buy
10,3784675.6181275006,3,31922498.878570296,2.5656804814358645,1,buy
2,28457138.204725336,3,36133705.54585194,6.187801037783298,0,sell
30,5476525.769124989,3,16841634.97431301,-7.497322665014955,1,sell
7,2126320.4264188656,2,3555995.47188422,4.592279230511469,1,sell
2,2111945.567260419,1,7544446.310093713,7.415797694087109,0,buy
5,20235189.85380466,1,22668401.97808575,5.547109744371875,1,sell
1,2826346.235238241,3,5529810.918022312,7.079656524537558,0,sell
10,20114374.092929617,3,27299633.95037861,2.434821195459377,0,buy
2,2237671.6789475265,2,26244693.630617566,7.0196935292475,0,buy
1,3519941.868673207,2,21871016.02148665,7.523773647489492,0,sell
7,6178007.107266788,1,16272655.64976709,4.770640789572706,0,sell
1,40036993.43633695,2,48287019.66520309,7.123431965265676,1,sell
10,38281041.30414074,1,43601880.696849175,3.1257185469359743,1,buy
2,2246307.0031635533,3,47183409.699013874,6.586100535630251,0,sell
5,4060723.3806850407,3,13009225.52079557,5.307877136157594,1,buy
20,1794010.9093318272,1,4494741.681648809,-1.45392372994794,1,sell
7,7352742.425137757,3,9812641.86695281,4.014402777924591,1,sell
2,6060604.41899873,2,16991870.390067317,6.818762365614139,0,buy
10,33912866.25343085,3,41644446.82982824,2.324571563874902,0,sell
7,38023425.60538587,3,39053997.59955984,3.908368048974593,1,buy
3,4484040.143381004,1,30203163.946571805,6.794310665040568,0,sell
1,6846175.29834763,2,22560030.944547784,7.3045621941760155,0,sell
20,33317967.79719501,2,46635633.56218646,-2.3330410935003894,1,sell
10,23473203.702170093,3,24781952.43535189,2.2149548070129788,1,sell
3,1014406.359693667,3,5136539.6370578,6.252683155273492,1,sell
30,3497611.7491345643,2,42329311.72928342,-6.908379895354578,1,buy
2,5206930.556632638,2,34415699.08789903,7.123809550194207,0,sell
5,2456298.1180522256,1,5512125.980495123,6.050231209515599,0,sell
7,2183062.5985263577,3,4031642.951625227,4.094228734201822,0,buy
1,1159297.0836185424,3,6953410.186829968,7.249704962876785,0,sell
7,12389844.752139486,2,16412799.430927997,4.27906116094753,0,buy
20,2792525.2542849532,1,17216406.90127392,-1.547499910490516,1,sell
2,1227259.1704592612,2,45074649.799421035,7.256997367972777,0,sell
7,2468464.695387629,3,6605874.840754779,4.081325894995404,1,buy
1,23037097.051681288,3,24312704.372058857,7.037652979221518,0,buy
2,27967560.010922734,3,61465590.66407571,6.185038187461707,0,sell
